"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Netherlands","NLD","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8924581483262","21.2099164976154","21.2099164976154","","",
"Norway","NOR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96242625971203","5.06077998767431","5.06077998767431","","",
"Nepal","NPL","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6261039405048","23.6260419833246","23.6260419833246","","",
"Nauru","NRU","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.4786887810956","30.5050632239854","30.5050632239854","","",
"OECD members","OED","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9706129040809","19.586902232943","19.5867766519413","","",
"Oman","OMN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0183041615309","1.01831171985263","1.01831171985263","","",
"Other small states","OSS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7991476992757","22.5167140344468","22.5166748910437","","",
"Pakistan","PAK","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7949078821214","9.7949542203294","9.7949542203294","","",
"Panama","PAN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.23495043629487","5.23498101828947","5.23498101828947","","",
"Peru","PER","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1137339130108","13.1411661261544","13.1411661261544","","",
"Philippines","PHL","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14138638190187","3.14140839390029","3.14140839390029","","",
"Palau","PLW","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.9399513943563","82.9423566073058","82.9423566073058","","",
"Papua New Guinea","PNG","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.657996414830911","0.657989653388862","0.657989653388862","","",
"Poland","POL","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.0371484381702","38.0635379967455","38.0635379967455","","",
"Pre-demographic dividend","PRE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3933308090057","12.9420222766387","12.942023001004","","",
"Puerto Rico","PRI","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.02425214978926","2.01677151753314","2.01677151753314","","",
"Korea, Dem. People's Rep.","PRK","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.26053207722418","1.26022344438817","1.26022344438817","","",
"Portugal","PRT","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.09757449950512","16.8854244048969","16.8854244048969","","",
"Paraguay","PRY","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5103621832615","14.3147360800329","14.3147360800329","","",
"West Bank and Gaza","PSE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12474026939251","1.12553992030716","1.12553992030716","","",
"Post-demographic dividend","PST","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0063571257344","19.5846071012386","19.5844600808896","","",
"French Polynesia","PYF","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00585508371915418","0.00585039711480982","0.00585039711480982","","",
"Qatar","QAT","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.778383955157715","4.72319541989257","4.72319541989257","","",
"Romania","ROU","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5799678343345","24.3099366537139","24.3099366537139","","",
"Russian Federation","RUS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.61117652631545","7.61624908474412","7.61624908474412","","",
"Rwanda","RWA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.11516142086508","9.11408907313889","9.11408907313889","","",
"South Asia","SAS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.97871526830455","4.97871657482028","4.97869019667641","","",
"Saudi Arabia","SAU","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.04094603755622","4.52837236301312","4.52837236301312","","",
"Sudan","SDN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.75330083929237","2.75327389762586","2.75327389762586","","",
"Senegal","SEN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4899514635033","14.5770722670553","14.5770722670553","","",
"Singapore","SGP","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.48665252687779","2.46306282917716","2.46306282917716","","",
"Solomon Islands","SLB","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15528252541981","0.155319976394379","0.155319976394379","","",
"Sierra Leone","SLE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.29728394383981","3.2969497958773","3.2969497958773","","",
"El Salvador","SLV","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.15222717624485","2.15167925790249","2.15167925790249","","",
"San Marino","SMR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.827283619408155","","","","",
"Serbia","SRB","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.14965014896773","6.61310734024646","6.61310734024646","","",
"Sub-Saharan Africa (excluding high income)","SSA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1687339253422","14.6880729351897","14.6880742723663","","",
"South Sudan","SSD","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5015818826495","15.5015012515745","15.5015012515745","","",
"Sub-Saharan Africa","SSF","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1684665446427","14.6877882438289","14.6877895810006","","",
"Small states","SST","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9692458417938","19.3924418751444","19.3924042689434","","",
"Sao Tome and Principe","STP","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.244162518792601","0.244688365296076","0.244688365296076","","",
"Suriname","SUR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.48321297296984","8.48307368434299","8.48307368434299","","",
"Slovak Republic","SVK","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.283515729079","37.6304133373472","37.6304133373472","","",
"Slovenia","SVN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0920233425064","55.0732581875932","55.0732581875932","","",
"Sweden","SWE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8652828471003","14.9669469297684","14.9669469297684","","",
"Eswatini","SWZ","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.095547390098","4.23300820628733","4.23300820628733","","",
"Sint Maarten (Dutch part)","SXM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0561797752809","8.09845074272912","8.09845074272912","","",
"Seychelles","SYC","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0513670647204141","0.0513686681320179","0.0513686681320179","","",
"Syrian Arab Republic","SYR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.66292384624593","0.662806451357412","0.662806451357412","","",
"Turks and Caicos Islands","TCA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.387735700796855","0.387451664312368","0.387451664312368","","",
"Chad","TCD","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3544453722663","20.3544358034532","20.3544358034532","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1010849530388","12.3760474214105","12.3760291847526","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.38575120451319","7.41411435212516","7.41412515764215","","",
"Togo","TGO","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7913330548002","21.7910925889806","21.7910925889806","","",
"Thailand","THA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5097447231165","12.5097581187036","12.5097581187036","","",
"Tajikistan","TJK","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.278588511869","22.2786610881726","22.2786610881726","","",
"Turkmenistan","TKM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21223105882721","3.21223845567095","3.21223845567095","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3788278833737","21.8424046184138","21.8424043151249","","",
"Timor-Leste","TLS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.42200884053989","4.42304453978833","4.42304453978833","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.02388459952074","6.01846418474589","6.01846418474589","","",
"Tonga","TON","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.52163261595664","1.52165140342354","1.52165140342354","","",
"South Asia (IDA & IBRD)","TSA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.97871526830455","4.97871657482028","4.97869019667641","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1684665446427","14.6877882438289","14.6877895810005","","",
"Trinidad and Tobago","TTO","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01452631474999","2.01442316051301","2.01442316051301","","",
"Tunisia","TUN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.20860952560716","5.20859939962545","5.20859939962545","","",
"Turkey","TUR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.190624822703985","0.190652366562585","0.190652366562585","","",
"Tuvalu","TUV","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00860724172331735","0.00859404213623363","0.00859404213623363","","",
"Tanzania","TZA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8434525614166","30.9703296098506","30.9703296098506","","",
"Uganda","UGA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0640835978875","16.0639496289362","16.0639496289362","","",
"Ukraine","UKR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86287620859695","3.88167902094994","3.88167902094994","","",
"Upper middle income","UMC","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3658644149414","12.9814716784384","12.981471789189","","",
"Uruguay","URY","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.32500934184476","2.29507712745326","2.29507712745326","","",
"United States","USA","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.326199718432","26.328083601169","26.328083601169","","",
"Uzbekistan","UZB","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3750589802659","3.37521371527249","3.37521371527249","","",
"St. Vincent and the Grenadines","VCT","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.465862061493792","0.466562636505707","0.466562636505707","","",
"Venezuela, RB","VEN","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9025423875064","36.9025524393404","36.9025524393404","","",
"British Virgin Islands","VGB","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0743447440124602","0.0239265980805522","0.0239265980805522","","",
"Virgin Islands (U.S.)","VIR","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.991597515787276","0.983624337365397","0.983624337365397","","",
"Vietnam","VNM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.92944743522906","2.92950692092655","2.92950692092655","","",
"Vanuatu","VUT","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0907589290005189","0.090716740815002","0.090716740815002","","",
"World","WLD","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3485702821239","14.3394318117509","14.3394522714984","","",
"Samoa","WSM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.228551141091498","0.242263364980923","0.242263364980923","","",
"Kosovo","XKX","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.605805312181478","0.605801443960698","0.605801443960698","","",
"South Africa","ZAF","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9850092764781","10.2606485926041","10.2606485926041","","",
"Zambia","ZMB","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.0490508448198","37.8700104508234","37.8700104508234","","",
"Zimbabwe","ZWE","Terrestrial and marine protected areas (% of total territorial area)","ER.PTD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2145424089062","27.2145851759137","27.2145851759137","","",
